,feature_name,feature_importance
146,12 hr rolling avg Sea_level_pressure_mangere_pressure,0.0019331134
147,cloudiness,0.0019323971
148,Sea_level_pressure_mangere_pressure,0.0019313836
149,wind_cos,0.0019222631
150,wind_sin lag: 1,0.0019205693
151,wind_cos lag: 6,0.0019055984
152,Rainfall_motat_rain lag: 12,0.0018643959
153,Seasons_Autumn,0.0018595642
154,Mean Relative Humidity percent lag: 6,0.0018475048
155,days cos,0.001820266
156,wind_sin lag: 12,0.0017888795
157,dewtemp,0.0017780296
158,days sin,0.0017768756
159,wind_sin lag: 24,0.0017751965
160,3 hr rolling avg Rainfall_motat_rain,0.0017743842
161,Sea_level_pressure_motat_pressure lag: 12,0.0017731091
162,3 hr rolling avg Speed_motat_wind,0.0017615389
163,Sea_level_pressure_motat_pressure lag: 3,0.0017609268
164,dewpoint (degC) lag: 24,0.0017596813
165,Mean Relative Humidity percent lag: 24,0.0016674828
166,24 hr rolling avg Rainfall_albany_rain,0.0016661132
167,Rainfall_motat_rain lag: 2,0.0016583847
168,Rainfall_albany_rain lag: 6,0.0016262477
169,P_grad_man_motat_t,0.0016260794
170,Rainfall mm lag: 12,0.0015815516
171,Rainfall mm lag: 24,0.001577619
172,24 hr rolling avg Sea_level_pressure_albany_pressure,0.0015718061
173,Speed_motat_wind lag: 3,0.001569594
174,cloudiness lag: 24,0.0015489147
175,Sea_level_pressure_motat_pressure lag: 24,0.0015096721
176,12 hr rolling avg Sea_level_pressure_albany_pressure,0.0
177,Sunshine hrs lag: 6,0.0
178,Seasons_Summer,0.0
179,Seasons_Spring,0.0
180,Rainfall_mangere_rain lag: 6,0.0
181,Rainfall_mangere_rain lag: 3,0.0
182,Rainfall_mangere_rain lag: 2,0.0
183,Rainfall_mangere_rain lag: 1,0.0
184,Rainfall_motat_rain lag: 6,0.0
185,Sunshine hrs lag: 24,0.0
186,Sea_level_pressure_albany_pressure lag: 24,0.0
187,Rainfall_mangere_rain lag: 24,0.0
188,Rainfall mm lag: 3,0.0
189,3 hr rolling avg Sea_level_pressure_motat_pressure,0.0
190,Sunshine hrs lag: 3,0.0
191,Sunshine hrs lag: 1,0.0
192,Rainfall_albany_rain lag: 2,0.0
193,cloudiness lag: 6,0.0
194,cloudiness lag: 1,0.0
195,Sea_level_pressure_mangere_pressure lag: 24,0.0
196,Rainfall mm lag: 6,0.0
197,Speed_mangere_wind lag: 3,0.0
198,Sea_level_pressure_mangere_pressure lag: 3,0.0
199,Rainfall_albany_rain lag: 12,0.0
200,Rainfall_mangere_rain lag: 12,0.0
