,feature_name,feature_importance
145,Rainfall_albany_rain lag: 24,0.0031240627
146,Rainfall_mangere_rain lag: 6,0.003106771
147,wind_sin lag: 6,0.0031013882
148,cloudiness lag: 3,0.0030856968
149,24 hr rolling avg Rainfall_albany_rain,0.0030764171
150,Rainfall mm lag: 3,0.0030579485
151,6 hr rolling avg Rainfall_manukau_heads_rain,0.003046545
152,Mean Relative Humidity percent lag: 3,0.0030395782
153,24 hr rolling avg Sea_level_pressure_manukau_heads_pressure,0.003039521
154,wind_cos lag: 2,0.0030306072
155,Speed_mangere_wind lag: 12,0.0030212966
156,suntemp,0.00300775
157,Seasons_Spring,0.003006748
158,3 hr rolling avg Speed_manukau_heads_wind,0.0028489057
159,Sea_level_pressure_albany_pressure lag: 2,0.0028385532
160,hour of day sin,0.0028333708
161,Sea_level_pressure_mangere_pressure lag: 1,0.002810306
162,3 hr rolling avg Sea_level_pressure_albany_pressure,0.0
163,12 hr rolling avg Sea_level_pressure_manukau_heads_pressure,0.0
164,3 hr rolling avg Sea_level_pressure_manukau_heads_pressure,0.0
165,12 hr rolling avg Sea_level_pressure_albany_pressure,0.0
166,Seasons_Autumn,0.0
167,6 hr rolling avg Sea_level_pressure_albany_pressure,0.0
168,Seasons_Summer,0.0
169,12 hr rolling avg Sea_level_pressure_mangere_pressure,0.0
170,Sunshine hrs,0.0
171,6 hr rolling avg Speed_mangere_wind,0.0
172,6 hr rolling avg Speed_manukau_heads_wind,0.0
173,Rainfall_manukau_heads_rain lag: 24,0.0
174,Rainfall_manukau_heads_rain lag: 6,0.0
175,Rainfall_manukau_heads_rain lag: 3,0.0
176,Sunshine hrs lag: 24,0.0
177,Sunshine hrs lag: 12,0.0
178,Sunshine hrs lag: 6,0.0
179,Sunshine hrs lag: 3,0.0
180,Sunshine hrs lag: 2,0.0
181,Sunshine hrs lag: 1,0.0
182,cloudiness lag: 24,0.0
183,cloudiness lag: 2,0.0
184,Mean sea level pressure Hpa lag: 6,0.0
185,Rainfall mm lag: 24,0.0
186,cloudiness,0.0
187,Sea_level_pressure_albany_pressure,0.0
188,Sea_level_pressure_mangere_pressure,0.0
189,Sea_level_pressure_manukau_heads_pressure,0.0
190,Rainfall_mangere_rain lag: 12,0.0
191,Rainfall_mangere_rain lag: 24,0.0
192,Rainfall_albany_rain lag: 6,0.0
193,Sea_level_pressure_manukau_heads_pressure lag: 6,0.0
194,12 hr rolling avg Rainfall_manukau_heads_rain,0.0
195,12 hr rolling avg Sunshine hrs,0.0
196,6 hr rolling avg Sunshine hrs,0.0
197,3 hr rolling avg Sunshine hrs,0.0
198,6 hr rolling avg cloudiness,0.0
199,12 hr rolling avg wind_sin,0.0
200,6 hr rolling avg Mean sea level pressure Hpa,0.0
201,Sea_level_pressure_manukau_heads_pressure lag: 3,0.0
202,Rainfall_albany_rain lag: 12,0.0
203,Sea_level_pressure_manukau_heads_pressure lag: 2,0.0
204,Sea_level_pressure_albany_pressure lag: 6,0.0
205,Sea_level_pressure_albany_pressure lag: 3,0.0
206,Sea_level_pressure_mangere_pressure lag: 2,0.0
207,Speed_mangere_wind lag: 3,0.0
208,Speed_manukau_heads_wind lag: 3,0.0
209,Speed_manukau_heads_wind lag: 1,0.0
210,Seasons_Winter,0.0
